zone_id,hour,demand_kwh,effective_need,served_fraction,allocated_kwh,zone_name,category,criticality_score
Z008,1,0.97,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,2,1.04,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,3,1.45,0.0,0.5,0.725,School_Institution_4,school_institutional,5
Z008,4,2.57,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,5,3.95,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,6,6.31,5.249999999999999,0.0,0.0,School_Institution_4,school_institutional,5
Z008,7,8.17,14.55,0.0,0.0,School_Institution_4,school_institutional,5
Z008,8,12.68,37.1,0.5,6.34,School_Institution_4,school_institutional,5
Z008,9,14.07,44.050000000000004,1.0,14.07,School_Institution_4,school_institutional,5
Z008,10,15.27,50.05,1.0,15.27,School_Institution_4,school_institutional,5
Z008,11,20.47,76.05,1.0,20.47,School_Institution_4,school_institutional,5
Z008,12,20.18,74.6,1.0,20.18,School_Institution_4,school_institutional,5
Z008,13,19.06,69.0,1.0,19.06,School_Institution_4,school_institutional,5
Z008,14,17.37,60.550000000000004,1.0,17.37,School_Institution_4,school_institutional,5
Z008,15,14.09,44.15,1.0,14.09,School_Institution_4,school_institutional,5
Z008,16,11.41,30.75,0.5,5.705,School_Institution_4,school_institutional,5
Z008,17,9.11,19.25,0.0,0.0,School_Institution_4,school_institutional,5
Z008,18,6.53,6.350000000000002,0.0,0.0,School_Institution_4,school_institutional,5
Z008,19,4.36,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,20,2.61,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,21,1.47,0.0,0.5,0.735,School_Institution_4,school_institutional,5
Z008,22,0.94,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,23,1.02,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,24,1.04,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,25,0.93,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,26,0.93,0.0,0.5,0.465,School_Institution_4,school_institutional,5
Z008,27,1.63,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,28,2.69,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,29,4.3,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,30,5.7,2.200000000000002,0.0,0.0,School_Institution_4,school_institutional,5
Z008,31,8.54,16.4,0.5,4.27,School_Institution_4,school_institutional,5
Z008,32,11.21,29.750000000000007,0.0,0.0,School_Institution_4,school_institutional,5
Z008,33,14.58,46.6,1.0,14.58,School_Institution_4,school_institutional,5
Z008,34,15.13,49.35000000000001,1.0,15.13,School_Institution_4,school_institutional,5
Z008,35,19.9,73.19999999999999,1.0,19.9,School_Institution_4,school_institutional,5
Z008,36,19.42,70.80000000000001,1.0,19.42,School_Institution_4,school_institutional,5
Z008,37,18.97,68.55,1.0,18.97,School_Institution_4,school_institutional,5
Z008,38,15.63,51.85000000000001,1.0,15.63,School_Institution_4,school_institutional,5
Z008,39,14.37,45.55,1.0,14.37,School_Institution_4,school_institutional,5
Z008,40,12.49,36.150000000000006,0.5,6.245,School_Institution_4,school_institutional,5
Z008,41,7.91,13.250000000000002,0.0,0.0,School_Institution_4,school_institutional,5
Z008,42,6.31,5.249999999999999,0.0,0.0,School_Institution_4,school_institutional,5
Z008,43,4.3,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,44,2.47,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,45,1.59,0.0,0.5,0.795,School_Institution_4,school_institutional,5
Z008,46,0.93,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z008,47,1.02,0.0,0.0,0.0,School_Institution_4,school_institutional,5
Z009,0,3.66,0.0,0.8,2.9280000000000004,Commercial_1,commercial,3
Z009,1,3.94,0.0,0.0,0.0,Commercial_1,commercial,3
Z009,2,4.95,0.0,0.0,0.0,Commercial_1,commercial,3
Z009,3,5.47,0.0,0.0,0.0,Commercial_1,commercial,3
Z009,4,6.8,0.0,0.0,0.0,Commercial_1,commercial,3
Z009,5,7.18,0.8999999999999995,0.5,3.59,Commercial_1,commercial,3
Z009,6,9.12,6.719999999999998,0.0,0.0,Commercial_1,commercial,3
Z009,7,12.06,15.540000000000003,0.0,0.0,Commercial_1,commercial,3
Z009,8,14.3,22.26,0.0,0.0,Commercial_1,commercial,3
Z009,9,15.49,25.83,0.0,0.0,Commercial_1,commercial,3
Z009,10,17.99,33.33,0.5,8.995,Commercial_1,commercial,3
Z009,11,17.15,30.81,0.0,0.0,Commercial_1,commercial,3
Z009,12,19.06,36.54,0.0,0.0,Commercial_1,commercial,3
Z009,13,17.49,31.83,0.0,0.0,Commercial_1,commercial,3
Z009,14,18.81,35.79,0.0,0.0,Commercial_1,commercial,3
Z009,15,17.6,32.16000000000001,0.5,8.8,Commercial_1,commercial,3
Z009,16,17.41,31.590000000000003,0.0,0.0,Commercial_1,commercial,3
Z009,17,18.31,34.29,0.0,0.0,Commercial_1,commercial,3
Z009,18,20.06,39.54,0.0,0.0,Commercial_1,commercial,3
Z009,19,16.02,27.42,0.0,0.0,Commercial_1,commercial,3
Z009,20,14.37,22.47,0.5,7.185,Commercial_1,commercial,3
Z009,21,12.74,17.580000000000002,0.0,0.0,Commercial_1,commercial,3
Z009,22,8.73,5.550000000000002,0.0,0.0,Commercial_1,commercial,3
Z009,23,7.17,0.8700000000000001,0.0,0.0,Commercial_1,commercial,3
Z009,24,3.6,0.0,0.0,0.0,Commercial_1,commercial,3
Z009,25,3.91,0.0,0.5,1.955,Commercial_1,commercial,3
Z009,26,4.52,0.0,0.0,0.0,Commercial_1,commercial,3
Z009,27,5.75,0.0,0.0,0.0,Commercial_1,commercial,3
Z009,28,6.55,0.0,0.0,0.0,Commercial_1,commercial,3
Z009,29,7.98,3.3000000000000016,0.47350243,3.7785493914,Commercial_1,commercial,3
Z009,30,9.63,8.250000000000004,0.026497572,0.25517161836,Commercial_1,commercial,3
Z009,31,10.41,10.59,0.0,0.0,Commercial_1,commercial,3
Z009,32,12.85,17.91,0.0,0.0,Commercial_1,commercial,3
Z009,33,16.93,30.150000000000002,0.045933014,0.77764592702,Commercial_1,commercial,3
Z009,34,18.04,33.480000000000004,0.42756941,7.713352156399999,Commercial_1,commercial,3
Z009,35,18.87,35.970000000000006,0.026497572,0.50000918364,Commercial_1,commercial,3
Z009,36,19.54,37.980000000000004,0.0,0.0,Commercial_1,commercial,3
Z009,37,18.17,33.870000000000005,0.0,0.0,Commercial_1,commercial,3
Z009,38,18.81,35.79,0.045933014,0.86399999334,Commercial_1,commercial,3
Z009,39,17.15,30.81,0.42756941,7.332815381499999,Commercial_1,commercial,3
Z009,40,18.53,34.95,0.026497572,0.49100000916000003,Commercial_1,commercial,3
Z009,41,17.47,31.77,0.0,0.0,Commercial_1,commercial,3
Z009,42,17.86,32.94,0.0,0.0,Commercial_1,commercial,3
Z009,43,17.52,31.92,0.045933014,0.80474640528,Commercial_1,commercial,3
Z009,44,14.61,23.189999999999998,0.45406699,6.6339187239,Commercial_1,commercial,3
Z009,45,12.44,16.68,0.0,0.0,Commercial_1,commercial,3
Z009,46,9.2,6.959999999999998,0.0,0.0,Commercial_1,commercial,3
Z009,47,6.62,0.0,0.0,0.0,Commercial_1,commercial,3
Z010,0,4.38,13.14,0.0,0.0,Commercial_2,commercial,3
Z010,1,4.05,12.149999999999999,0.0,0.0,Commercial_2,commercial,3
Z010,2,4.57,13.71,0.9,4.113,Commercial_2,commercial,3
Z010,3,6.17,18.509999999999998,0.0,0.0,Commercial_2,commercial,3
Z010,4,7.61,22.830000000000002,0.0,0.0,Commercial_2,commercial,3
Z010,5,9.91,29.73,0.0,0.0,Commercial_2,commercial,3
Z010,6,11.34,34.019999999999996,1.0,11.34,Commercial_2,commercial,3
Z010,7,13.78,41.339999999999996,1.0,13.78,Commercial_2,commercial,3
Z010,8,14.69,44.07,1.0,14.69,Commercial_2,commercial,3
Z010,9,18.58,55.739999999999995,0.0011298463,0.020992544253999997,Commercial_2,commercial,3
Z010,10,20.45,61.349999999999994,0.0,0.0,Commercial_2,commercial,3
Z010,11,19.61,58.83,1.0,19.61,Commercial_2,commercial,3
Z010,12,20.36,61.08,0.0,0.0,Commercial_2,commercial,3
Z010,13,21.33,63.989999999999995,0.0,0.0,Commercial_2,commercial,3
Z010,14,21.44,64.32000000000001,0.0,0.0,Commercial_2,commercial,3
Z010,15,17.07,51.21,0.0,0.0,Commercial_2,commercial,3
Z010,16,20.79,62.37,1.0,20.79,Commercial_2,commercial,3
Z010,17,21.15,63.449999999999996,0.45851497,9.6975916155,Commercial_2,commercial,3
Z010,18,20.47,61.41,1.0,20.47,Commercial_2,commercial,3
Z010,19,19.81,59.42999999999999,0.034955249,0.69246348269,Commercial_2,commercial,3
Z010,20,17.51,52.53,0.0,0.0,Commercial_2,commercial,3
Z010,21,12.86,38.58,0.57070614,7.339280960399999,Commercial_2,commercial,3
Z010,22,10.5,31.5,0.32835956,3.44777538,Commercial_2,commercial,3
Z010,23,7.3,21.9,0.0,0.0,Commercial_2,commercial,3
Z010,24,3.83,11.49,0.0,0.0,Commercial_2,commercial,3
Z010,25,4.5,13.5,0.0,0.0,Commercial_2,commercial,3
Z010,26,5.51,16.53,1.0,5.51,Commercial_2,commercial,3
Z010,27,5.43,16.29,0.27062615,1.4694999945,Commercial_2,commercial,3
Z010,28,6.49,19.47,0.0,0.0,Commercial_2,commercial,3
Z010,29,7.97,23.91,0.0,0.0,Commercial_2,commercial,3
Z010,30,12.14,36.42,0.75093395,9.116338153,Commercial_2,commercial,3
Z010,31,12.93,38.79,1.0,12.93,Commercial_2,commercial,3
Z010,32,15.46,46.38,0.94042691,14.5390000286,Commercial_2,commercial,3
Z010,33,16.93,50.79,0.316028,5.350354039999999,Commercial_2,commercial,3
Z010,34,18.54,55.62,0.0,0.0,Commercial_2,commercial,3
Z010,35,18.39,55.17,1.0,18.39,Commercial_2,commercial,3
Z010,36,21.74,65.22,0.0,0.0,Commercial_2,commercial,3
Z010,37,21.81,65.42999999999999,0.0,0.0,Commercial_2,commercial,3
Z010,38,18.58,55.739999999999995,0.0,0.0,Commercial_2,commercial,3
Z010,39,19.43,58.29,1.0,19.43,Commercial_2,commercial,3
Z010,40,19.77,59.31,0.0,0.0,Commercial_2,commercial,3
Z010,41,20.83,62.489999999999995,1.0,20.83,Commercial_2,commercial,3
Z010,42,20.99,62.97,0.0,0.0,Commercial_2,commercial,3
Z010,43,20.82,62.46,0.0,0.0,Commercial_2,commercial,3
Z010,44,18.44,55.32000000000001,0.34305924,6.3260123856,Commercial_2,commercial,3
Z010,45,14.57,43.71,0.82258065,11.9850000705,Commercial_2,commercial,3
Z010,46,11.06,33.18,0.74724713,8.2645532578,Commercial_2,commercial,3
Z010,47,6.89,20.669999999999998,0.98055152,6.7559999728,Commercial_2,commercial,3
Z011,0,3.5,10.5,0.5,1.75,Commercial_3,commercial,3
Z011,1,4.24,12.72,0.0,0.0,Commercial_3,commercial,3
Z011,2,4.59,13.77,0.0,0.0,Commercial_3,commercial,3
Z011,3,5.32,15.96,0.0,0.0,Commercial_3,commercial,3
Z011,4,5.67,17.009999999999998,0.0,0.0,Commercial_3,commercial,3
Z011,5,7.02,21.06,1.0,7.02,Commercial_3,commercial,3
Z011,6,10.11,30.33,1.0,10.11,Commercial_3,commercial,3
Z011,7,11.96,35.88,1.0,11.96,Commercial_3,commercial,3
Z011,8,13.61,40.83,1.0,13.61,Commercial_3,commercial,3
Z011,9,15.48,46.44,0.0,0.0,Commercial_3,commercial,3
Z011,10,15.73,47.19,0.5,7.865,Commercial_3,commercial,3
Z011,11,19.11,57.33,0.0,0.0,Commercial_3,commercial,3
Z011,12,20.41,61.230000000000004,0.0,0.0,Commercial_3,commercial,3
Z011,13,21.06,63.17999999999999,0.0,0.0,Commercial_3,commercial,3
Z011,14,18.88,56.64,0.0,0.0,Commercial_3,commercial,3
Z011,15,18.29,54.87,0.5,9.145,Commercial_3,commercial,3
Z011,16,17.27,51.81,0.0,0.0,Commercial_3,commercial,3
Z011,17,20.0,60.0,1.0,20.0,Commercial_3,commercial,3
Z011,18,20.36,61.08,0.14465401,2.9451556435999997,Commercial_3,commercial,3
Z011,19,16.77,50.31,0.0,0.0,Commercial_3,commercial,3
Z011,20,15.48,46.44,0.75245478,11.647999994400001,Commercial_3,commercial,3
Z011,21,12.29,36.87,1.0,12.29,Commercial_3,commercial,3
Z011,22,8.83,26.490000000000002,1.0,8.83,Commercial_3,commercial,3
Z011,23,5.62,16.86,0.0,0.0,Commercial_3,commercial,3
Z011,24,3.54,10.620000000000001,0.0,0.0,Commercial_3,commercial,3
Z011,25,4.12,12.36,0.0,0.0,Commercial_3,commercial,3
Z011,26,4.12,12.36,1.0,4.12,Commercial_3,commercial,3
Z011,27,5.05,15.149999999999999,0.0,0.0,Commercial_3,commercial,3
Z011,28,5.17,15.51,0.0,0.0,Commercial_3,commercial,3
Z011,29,8.51,25.53,0.0,0.0,Commercial_3,commercial,3
Z011,30,9.98,29.94,1.0,9.98,Commercial_3,commercial,3
Z011,31,11.76,35.28,1.0,11.76,Commercial_3,commercial,3
Z011,32,13.63,40.89,1.0,13.63,Commercial_3,commercial,3
Z011,33,15.26,45.78,0.0,0.0,Commercial_3,commercial,3
Z011,34,17.47,52.41,0.0,0.0,Commercial_3,commercial,3
Z011,35,18.35,55.050000000000004,0.51711122,9.488990887,Commercial_3,commercial,3
Z011,36,18.93,56.79,1.0,18.93,Commercial_3,commercial,3
Z011,37,19.14,57.42,0.0,0.0,Commercial_3,commercial,3
Z011,38,18.97,56.91,0.0,0.0,Commercial_3,commercial,3
Z011,39,20.23,60.69,0.0,0.0,Commercial_3,commercial,3
Z011,40,16.88,50.64,1.0,16.88,Commercial_3,commercial,3
Z011,41,18.92,56.760000000000005,0.0,0.0,Commercial_3,commercial,3
Z011,42,17.78,53.34,1.0,17.78,Commercial_3,commercial,3
Z011,43,16.22,48.66,0.97467655,15.809253640999998,Commercial_3,commercial,3
Z011,44,13.06,39.18,1.0,13.06,Commercial_3,commercial,3
Z011,45,12.67,38.01,1.0,12.67,Commercial_3,commercial,3
Z011,46,8.6,25.799999999999997,1.0,8.6,Commercial_3,commercial,3
Z011,47,6.31,18.93,1.0,6.31,Commercial_3,commercial,3
Z012,0,2.99,8.97,0.47591973,1.4229999927,Commercial_4,commercial,3
Z012,1,2.98,8.94,0.0,0.0,Commercial_4,commercial,3
Z012,2,3.63,10.89,0.32408027,1.1764113801,Commercial_4,commercial,3
Z012,3,4.25,12.75,0.0,0.0,Commercial_4,commercial,3
Z012,4,5.41,16.23,0.0,0.0,Commercial_4,commercial,3
Z012,5,6.72,20.16,0.92358631,6.2065000031999995,Commercial_4,commercial,3
Z012,6,7.37,22.11,1.0,7.37,Commercial_4,commercial,3
Z012,7,9.93,29.79,1.0,9.93,Commercial_4,commercial,3
Z012,8,11.05,33.150000000000006,0.66208817,7.3160742785,Commercial_4,commercial,3
Z012,9,12.83,38.49,1.0,12.83,Commercial_4,commercial,3
Z012,10,13.9,41.7,0.0,0.0,Commercial_4,commercial,3
Z012,11,15.7,47.099999999999994,0.0,0.0,Commercial_4,commercial,3
Z012,12,14.3,42.900000000000006,0.32362582,4.627849226,Commercial_4,commercial,3
Z012,13,15.63,46.89,1.0,15.63,Commercial_4,commercial,3
Z012,14,16.17,48.510000000000005,0.84847587,13.719854817900002,Commercial_4,commercial,3
Z012,15,14.6,43.8,0.0,0.0,Commercial_4,commercial,3
Z012,16,16.64,49.92,0.17993948,2.9941929472,Commercial_4,commercial,3
Z012,17,14.29,42.87,1.0,14.29,Commercial_4,commercial,3
Z012,18,15.01,45.03,1.0,15.01,Commercial_4,commercial,3
Z012,19,13.57,40.71,1.0,13.57,Commercial_4,commercial,3
Z012,20,11.76,35.28,1.0,11.76,Commercial_4,commercial,3
Z012,21,9.15,27.450000000000003,1.0,9.15,Commercial_4,commercial,3
Z012,22,7.1,21.299999999999997,1.0,7.1,Commercial_4,commercial,3
Z012,23,5.29,15.870000000000001,0.0,0.0,Commercial_4,commercial,3
Z012,24,2.77,8.31,0.0,0.0,Commercial_4,commercial,3
Z012,25,3.35,10.05,0.066509809,0.22280786015,Commercial_4,commercial,3
Z012,26,3.95,11.850000000000001,0.0,0.0,Commercial_4,commercial,3
Z012,27,3.87,11.61,1.0,3.87,Commercial_4,commercial,3
Z012,28,5.42,16.259999999999998,0.0,0.0,Commercial_4,commercial,3
Z012,29,6.41,19.23,1.0,6.41,Commercial_4,commercial,3
Z012,30,7.89,23.669999999999998,1.0,7.89,Commercial_4,commercial,3
Z012,31,10.8,32.400000000000006,1.0,10.8,Commercial_4,commercial,3
Z012,32,11.92,35.76,1.0,11.92,Commercial_4,commercial,3
Z012,33,12.99,38.97,1.0,12.99,Commercial_4,commercial,3
Z012,34,14.24,42.72,0.19277588,2.7451285312,Commercial_4,commercial,3
Z012,35,13.06,39.18,1.0,13.06,Commercial_4,commercial,3
Z012,36,16.14,48.42,0.0,0.0,Commercial_4,commercial,3
Z012,37,14.7,44.099999999999994,0.0,0.0,Commercial_4,commercial,3
Z012,38,15.27,45.81,0.0,0.0,Commercial_4,commercial,3
Z012,39,14.95,44.849999999999994,0.0,0.0,Commercial_4,commercial,3
Z012,40,15.7,47.099999999999994,0.5,7.85,Commercial_4,commercial,3
Z012,41,16.78,50.34,1.0,16.78,Commercial_4,commercial,3
Z012,42,15.71,47.13,1.0,15.71,Commercial_4,commercial,3
Z012,43,15.05,45.150000000000006,0.0,0.0,Commercial_4,commercial,3
Z012,44,12.05,36.150000000000006,1.0,12.05,Commercial_4,commercial,3
Z012,45,10.08,30.240000000000002,1.0,10.08,Commercial_4,commercial,3
Z012,46,7.68,23.04,1.0,7.68,Commercial_4,commercial,3
Z012,47,4.85,14.549999999999999,1.0,4.85,Commercial_4,commercial,3
Z013,0,2.94,0.0,0.0,0.0,Commercial_5,commercial,3
Z013,1,2.74,0.0,0.0,0.0,Commercial_5,commercial,3
Z013,2,3.01,0.0,0.5,1.505,Commercial_5,commercial,3
Z013,3,4.21,0.0,0.0,0.0,Commercial_5,commercial,3
Z013,4,5.23,0.0,0.0,0.0,Commercial_5,commercial,3
Z013,5,5.46,0.0,0.0,0.0,Commercial_5,commercial,3
Z013,6,6.73,3.3900000000000023,0.0,0.0,Commercial_5,commercial,3
Z013,7,10.04,13.319999999999999,0.5,5.02,Commercial_5,commercial,3
Z013,8,10.06,13.380000000000003,0.0,0.0,Commercial_5,commercial,3
Z013,9,10.09,13.47,0.0,0.0,Commercial_5,commercial,3
Z013,10,12.2,19.799999999999997,0.0,0.0,Commercial_5,commercial,3
Z013,11,15.11,28.53,0.06986423,1.0556485153,Commercial_5,commercial,3
Z013,12,14.41,26.43,0.43013577,6.198256445699999,Commercial_5,commercial,3
Z013,13,14.46,26.580000000000005,0.0,0.0,Commercial_5,commercial,3
Z013,14,14.58,26.94,0.0,0.0,Commercial_5,commercial,3
Z013,15,13.9,24.900000000000002,0.0,0.0,Commercial_5,commercial,3
Z013,16,13.07,22.410000000000004,0.06986423,0.9131254861,Commercial_5,commercial,3
Z013,17,12.16,19.68,0.43013577,5.2304509632,Commercial_5,commercial,3
Z013,18,13.69,24.27,0.0,0.0,Commercial_5,commercial,3
Z013,19,11.72,18.360000000000003,0.0,0.0,Commercial_5,commercial,3
Z013,20,10.94,16.02,0.0,0.0,Commercial_5,commercial,3
Z013,21,9.75,12.450000000000001,0.06986423,0.6811762425,Commercial_5,commercial,3
Z013,22,6.81,3.63,0.43013577,2.9292245936999994,Commercial_5,commercial,3
Z013,23,4.79,0.0,0.0,0.0,Commercial_5,commercial,3
Z013,24,2.63,0.0,0.0,0.0,Commercial_5,commercial,3
Z013,25,2.99,0.0,0.38358116,1.1469076684,Commercial_5,commercial,3
Z013,26,3.44,0.0,0.11641884,0.4004808096,Commercial_5,commercial,3
Z013,27,3.53,0.0,0.0,0.0,Commercial_5,commercial,3
Z013,28,4.7,0.0,0.0,0.0,Commercial_5,commercial,3
Z013,29,6.29,2.070000000000001,0.38358116,2.4127254964,Commercial_5,commercial,3
Z013,30,7.31,5.13,0.0,0.0,Commercial_5,commercial,3
Z013,31,8.07,7.410000000000002,0.11641884,0.9395000388,Commercial_5,commercial,3
Z013,32,9.59,11.97,0.0,0.0,Commercial_5,commercial,3
Z013,33,10.04,13.319999999999999,0.0,0.0,Commercial_5,commercial,3
Z013,34,12.06,19.380000000000003,0.46583908,5.618019304800001,Commercial_5,commercial,3
Z013,35,14.79,27.57,0.0,0.0,Commercial_5,commercial,3
Z013,36,13.81,24.630000000000003,0.034160923,0.47176234663000005,Commercial_5,commercial,3
Z013,37,13.13,22.590000000000003,0.0,0.0,Commercial_5,commercial,3
Z013,38,13.11,22.53,0.0,0.0,Commercial_5,commercial,3
Z013,39,13.27,23.009999999999998,0.46583908,6.1816845916,Commercial_5,commercial,3
Z013,40,13.25,22.950000000000003,0.0,0.0,Commercial_5,commercial,3
Z013,41,13.16,22.68,0.034160923,0.44955774668000004,Commercial_5,commercial,3
Z013,42,12.71,21.330000000000005,0.0,0.0,Commercial_5,commercial,3
Z013,43,13.05,22.35,0.0,0.0,Commercial_5,commercial,3
Z013,44,12.0,19.200000000000003,0.46583908,5.59006896,Commercial_5,commercial,3
Z013,45,8.52,8.76,0.0,0.0,Commercial_5,commercial,3
Z013,46,6.38,2.3400000000000007,0.034160923,0.21794668874,Commercial_5,commercial,3
Z013,47,5.11,0.0,0.0,0.0,Commercial_5,commercial,3
Z014,0,3.28,9.84,0.6,1.9679999999999997,Commercial_6,commercial,3
Z014,1,3.8,11.399999999999999,0.0,0.0,Commercial_6,commercial,3
Z014,2,4.38,13.14,0.0,0.0,Commercial_6,commercial,3
Z014,3,5.34,16.02,0.0,0.0,Commercial_6,commercial,3
Z014,4,6.29,18.87,0.0,0.0,Commercial_6,commercial,3
Z014,5,7.43,22.29,0.5,3.715,Commercial_6,commercial,3
Z014,6,9.81,29.43,1.0,9.81,Commercial_6,commercial,3
Z014,7,10.82,32.46,1.0,10.82,Commercial_6,commercial,3
Z014,8,12.32,36.96,1.0,12.32,Commercial_6,commercial,3
Z014,9,13.85,41.55,1.0,13.85,Commercial_6,commercial,3
Z014,10,18.22,54.66,0.9034303,16.460500065999998,Commercial_6,commercial,3
Z014,11,16.64,49.92,1.0,16.64,Commercial_6,commercial,3
Z014,12,19.6,58.800000000000004,1.0,19.6,Commercial_6,commercial,3
Z014,13,19.82,59.46,0.29605412,5.8677926584,Commercial_6,commercial,3
Z014,14,19.61,58.83,0.0,0.0,Commercial_6,commercial,3
Z014,15,18.2,54.599999999999994,0.73357143,13.351000026,Commercial_6,commercial,3
Z014,16,17.76,53.28,1.0,17.76,Commercial_6,commercial,3
Z014,17,18.61,55.83,0.0,0.0,Commercial_6,commercial,3
Z014,18,17.7,53.099999999999994,1.0,17.7,Commercial_6,commercial,3
Z014,19,15.96,47.88,1.0,15.96,Commercial_6,commercial,3
Z014,20,16.26,48.78,1.0,16.26,Commercial_6,commercial,3
Z014,21,11.49,34.47,1.0,11.49,Commercial_6,commercial,3
Z014,22,10.06,30.18,1.0,10.06,Commercial_6,commercial,3
Z014,23,6.78,20.34,0.0,0.0,Commercial_6,commercial,3
Z014,24,3.5,10.5,0.0,0.0,Commercial_6,commercial,3
Z014,25,4.05,12.149999999999999,0.0,0.0,Commercial_6,commercial,3
Z014,26,4.81,14.43,0.53992083,2.5970191923,Commercial_6,commercial,3
Z014,27,4.85,14.549999999999999,1.0,4.85,Commercial_6,commercial,3
Z014,28,6.04,18.12,0.0,0.0,Commercial_6,commercial,3
Z014,29,7.35,22.049999999999997,0.23733366,1.7444024009999999,Commercial_6,commercial,3
Z014,30,9.72,29.160000000000004,1.0,9.72,Commercial_6,commercial,3
Z014,31,11.93,35.79,1.0,11.93,Commercial_6,commercial,3
Z014,32,13.79,41.37,1.0,13.79,Commercial_6,commercial,3
Z014,33,15.08,45.24,0.0,0.0,Commercial_6,commercial,3
Z014,34,16.88,50.64,1.0,16.88,Commercial_6,commercial,3
Z014,35,19.9,59.699999999999996,0.0,0.0,Commercial_6,commercial,3
Z014,36,20.37,61.11,0.83417956,16.992237637200002,Commercial_6,commercial,3
Z014,37,19.2,57.599999999999994,0.95091146,18.257500032,Commercial_6,commercial,3
Z014,38,17.23,51.69,0.0,0.0,Commercial_6,commercial,3
Z014,39,19.08,57.239999999999995,0.0,0.0,Commercial_6,commercial,3
Z014,40,18.68,56.04,1.0,18.68,Commercial_6,commercial,3
Z014,41,18.79,56.37,0.87860257,16.5089422903,Commercial_6,commercial,3
Z014,42,20.26,60.78,0.86117966,17.4474999116,Commercial_6,commercial,3
Z014,43,18.15,54.449999999999996,0.0,0.0,Commercial_6,commercial,3
Z014,44,14.23,42.69,1.0,14.23,Commercial_6,commercial,3
Z014,45,11.44,34.32,1.0,11.44,Commercial_6,commercial,3
Z014,46,9.84,29.52,1.0,9.84,Commercial_6,commercial,3
Z014,47,6.65,19.950000000000003,0.0,0.0,Commercial_6,commercial,3
Z015,0,1.13,1.13,0.0,0.0,Residential_1,residential_idle,1
Z015,1,1.07,1.07,0.0,0.0,Residential_1,residential_idle,1
Z015,2,1.02,1.02,0.5,0.51,Residential_1,residential_idle,1
Z015,3,1.18,1.18,0.0,0.0,Residential_1,residential_idle,1
Z015,4,1.69,1.69,0.0,0.0,Residential_1,residential_idle,1
Z015,5,2.93,2.93,0.5,1.465,Residential_1,residential_idle,1
Z015,6,5.07,5.07,0.0,0.0,Residential_1,residential_idle,1
Z015,7,7.73,7.73,0.0,0.0,Residential_1,residential_idle,1
Z015,8,7.65,7.65,0.0,0.0,Residential_1,residential_idle,1
Z015,9,5.5,5.5,0.0,0.0,Residential_1,residential_idle,1
Z015,10,3.05,3.05,0.5,1.525,Residential_1,residential_idle,1
Z015,11,1.74,1.74,0.0,0.0,Residential_1,residential_idle,1
Z015,12,1.18,1.18,0.0,0.0,Residential_1,residential_idle,1
Z015,13,1.08,1.08,0.0,0.0,Residential_1,residential_idle,1
Z015,14,1.17,1.17,0.5,0.585,Residential_1,residential_idle,1
Z015,15,1.4,1.4,0.0,0.0,Residential_1,residential_idle,1
Z015,16,2.0,2.0,0.0,0.0,Residential_1,residential_idle,1
Z015,17,3.42,3.42,0.0,0.0,Residential_1,residential_idle,1
Z015,18,5.45,5.45,0.0,0.0,Residential_1,residential_idle,1
Z015,19,6.91,6.91,0.5,3.455,Residential_1,residential_idle,1
Z015,20,8.55,8.55,0.0,0.0,Residential_1,residential_idle,1
Z015,21,7.27,7.27,0.0,0.0,Residential_1,residential_idle,1
Z015,22,5.13,5.13,0.0,0.0,Residential_1,residential_idle,1
Z015,23,3.52,3.52,0.0,0.0,Residential_1,residential_idle,1
Z015,24,1.05,1.05,0.5,0.525,Residential_1,residential_idle,1
Z015,25,1.19,1.19,0.0,0.0,Residential_1,residential_idle,1
Z015,26,1.12,1.12,0.0,0.0,Residential_1,residential_idle,1
Z015,27,1.17,1.17,0.0,0.0,Residential_1,residential_idle,1
Z015,28,1.48,1.48,0.0,0.0,Residential_1,residential_idle,1
Z015,29,2.8,2.8,0.5,1.4,Residential_1,residential_idle,1
Z015,30,5.72,5.72,0.0,0.0,Residential_1,residential_idle,1
Z015,31,7.56,7.56,0.0,0.0,Residential_1,residential_idle,1
Z015,32,8.24,8.24,0.0,0.0,Residential_1,residential_idle,1
Z015,33,4.76,4.76,0.0,0.0,Residential_1,residential_idle,1
Z015,34,2.91,2.91,0.5,1.455,Residential_1,residential_idle,1
Z015,35,1.63,1.63,0.0,0.0,Residential_1,residential_idle,1
