zone_id,zone_name,category,criticality_score,hour,demand_kwh,backup_capacity_kwh,cumulative_outage_hours
Z010,Commercial_2,commercial,3,17,21.15,0,
Z010,Commercial_2,commercial,3,18,20.47,0,
Z010,Commercial_2,commercial,3,19,19.81,0,
Z010,Commercial_2,commercial,3,20,17.51,0,
Z010,Commercial_2,commercial,3,21,12.86,0,
Z010,Commercial_2,commercial,3,22,10.5,0,
Z010,Commercial_2,commercial,3,23,7.3,0,
Z010,Commercial_2,commercial,3,24,3.83,0,
Z010,Commercial_2,commercial,3,25,4.5,0,
Z010,Commercial_2,commercial,3,26,5.51,0,
Z010,Commercial_2,commercial,3,27,5.43,0,
Z010,Commercial_2,commercial,3,28,6.49,0,
Z010,Commercial_2,commercial,3,29,7.97,0,
Z010,Commercial_2,commercial,3,30,12.14,0,
Z010,Commercial_2,commercial,3,31,12.93,0,
Z010,Commercial_2,commercial,3,32,15.46,0,
Z010,Commercial_2,commercial,3,33,16.93,0,
Z010,Commercial_2,commercial,3,34,18.54,0,
Z010,Commercial_2,commercial,3,35,18.39,0,
Z010,Commercial_2,commercial,3,36,21.74,0,
Z010,Commercial_2,commercial,3,37,21.81,0,
Z010,Commercial_2,commercial,3,38,18.58,0,
Z010,Commercial_2,commercial,3,39,19.43,0,
Z010,Commercial_2,commercial,3,40,19.77,0,
Z010,Commercial_2,commercial,3,41,20.83,0,
Z010,Commercial_2,commercial,3,42,20.99,0,
Z010,Commercial_2,commercial,3,43,20.82,0,
Z010,Commercial_2,commercial,3,44,18.44,0,
Z010,Commercial_2,commercial,3,45,14.57,0,
Z010,Commercial_2,commercial,3,46,11.06,0,
Z010,Commercial_2,commercial,3,47,6.89,0,
Z011,Commercial_3,commercial,3,0,3.5,0,0
Z011,Commercial_3,commercial,3,1,4.24,0,
Z011,Commercial_3,commercial,3,2,4.59,0,
Z011,Commercial_3,commercial,3,3,5.32,0,
Z011,Commercial_3,commercial,3,4,5.67,0,
Z011,Commercial_3,commercial,3,5,7.02,0,
Z011,Commercial_3,commercial,3,6,10.11,0,
Z011,Commercial_3,commercial,3,7,11.96,0,
Z011,Commercial_3,commercial,3,8,13.61,0,
Z011,Commercial_3,commercial,3,9,15.48,0,
Z011,Commercial_3,commercial,3,10,15.73,0,
Z011,Commercial_3,commercial,3,11,19.11,0,
Z011,Commercial_3,commercial,3,12,20.41,0,
Z011,Commercial_3,commercial,3,13,21.06,0,
Z011,Commercial_3,commercial,3,14,18.88,0,
Z011,Commercial_3,commercial,3,15,18.29,0,
Z011,Commercial_3,commercial,3,16,17.27,0,
Z011,Commercial_3,commercial,3,17,20,0,
Z011,Commercial_3,commercial,3,18,20.36,0,
Z011,Commercial_3,commercial,3,19,16.77,0,
Z011,Commercial_3,commercial,3,20,15.48,0,
Z011,Commercial_3,commercial,3,21,12.29,0,
Z011,Commercial_3,commercial,3,22,8.83,0,
Z011,Commercial_3,commercial,3,23,5.62,0,
Z011,Commercial_3,commercial,3,24,3.54,0,
Z011,Commercial_3,commercial,3,25,4.12,0,
Z011,Commercial_3,commercial,3,26,4.12,0,
Z011,Commercial_3,commercial,3,27,5.05,0,
Z011,Commercial_3,commercial,3,28,5.17,0,
Z011,Commercial_3,commercial,3,29,8.51,0,
Z011,Commercial_3,commercial,3,30,9.98,0,
Z011,Commercial_3,commercial,3,31,11.76,0,
Z011,Commercial_3,commercial,3,32,13.63,0,
Z011,Commercial_3,commercial,3,33,15.26,0,
Z011,Commercial_3,commercial,3,34,17.47,0,
Z011,Commercial_3,commercial,3,35,18.35,0,
Z011,Commercial_3,commercial,3,36,18.93,0,
Z011,Commercial_3,commercial,3,37,19.14,0,
Z011,Commercial_3,commercial,3,38,18.97,0,
Z011,Commercial_3,commercial,3,39,20.23,0,
Z011,Commercial_3,commercial,3,40,16.88,0,
Z011,Commercial_3,commercial,3,41,18.92,0,
Z011,Commercial_3,commercial,3,42,17.78,0,
Z011,Commercial_3,commercial,3,43,16.22,0,
Z011,Commercial_3,commercial,3,44,13.06,0,
Z011,Commercial_3,commercial,3,45,12.67,0,
Z011,Commercial_3,commercial,3,46,8.6,0,
Z011,Commercial_3,commercial,3,47,6.31,0,
Z012,Commercial_4,commercial,3,0,2.99,0,3
Z012,Commercial_4,commercial,3,1,2.98,0,
Z012,Commercial_4,commercial,3,2,3.63,0,
Z012,Commercial_4,commercial,3,3,4.25,0,
Z012,Commercial_4,commercial,3,4,5.41,0,
Z012,Commercial_4,commercial,3,5,6.72,0,
Z012,Commercial_4,commercial,3,6,7.37,0,
Z012,Commercial_4,commercial,3,7,9.93,0,
Z012,Commercial_4,commercial,3,8,11.05,0,
Z012,Commercial_4,commercial,3,9,12.83,0,
Z012,Commercial_4,commercial,3,10,13.9,0,
Z012,Commercial_4,commercial,3,11,15.7,0,
Z012,Commercial_4,commercial,3,12,14.3,0,
Z012,Commercial_4,commercial,3,13,15.63,0,
Z012,Commercial_4,commercial,3,14,16.17,0,
Z012,Commercial_4,commercial,3,15,14.6,0,
Z012,Commercial_4,commercial,3,16,16.64,0,
Z012,Commercial_4,commercial,3,17,14.29,0,
Z012,Commercial_4,commercial,3,18,15.01,0,
Z012,Commercial_4,commercial,3,19,13.57,0,
Z012,Commercial_4,commercial,3,20,11.76,0,
Z012,Commercial_4,commercial,3,21,9.15,0,
Z012,Commercial_4,commercial,3,22,7.1,0,
Z012,Commercial_4,commercial,3,23,5.29,0,
Z012,Commercial_4,commercial,3,24,2.77,0,
Z012,Commercial_4,commercial,3,25,3.35,0,
Z012,Commercial_4,commercial,3,26,3.95,0,
Z012,Commercial_4,commercial,3,27,3.87,0,
Z012,Commercial_4,commercial,3,28,5.42,0,
Z012,Commercial_4,commercial,3,29,6.41,0,
Z012,Commercial_4,commercial,3,30,7.89,0,
Z012,Commercial_4,commercial,3,31,10.8,0,
Z012,Commercial_4,commercial,3,32,11.92,0,
Z012,Commercial_4,commercial,3,33,12.99,0,
Z012,Commercial_4,commercial,3,34,14.24,0,
Z012,Commercial_4,commercial,3,35,13.06,0,
Z012,Commercial_4,commercial,3,36,16.14,0,
Z012,Commercial_4,commercial,3,37,14.7,0,
Z012,Commercial_4,commercial,3,38,15.27,0,
Z012,Commercial_4,commercial,3,39,14.95,0,
Z012,Commercial_4,commercial,3,40,15.7,0,
Z012,Commercial_4,commercial,3,41,16.78,0,
Z012,Commercial_4,commercial,3,42,15.71,0,
Z012,Commercial_4,commercial,3,43,15.05,0,
Z012,Commercial_4,commercial,3,44,12.05,0,
Z012,Commercial_4,commercial,3,45,10.08,0,
Z012,Commercial_4,commercial,3,46,7.68,0,
Z012,Commercial_4,commercial,3,47,4.85,0,
Z013,Commercial_5,commercial,3,0,2.94,5.6,0
Z013,Commercial_5,commercial,3,1,2.74,5.6,
Z013,Commercial_5,commercial,3,2,3.01,5.6,
Z013,Commercial_5,commercial,3,3,4.21,5.6,
Z013,Commercial_5,commercial,3,4,5.23,5.6,
Z013,Commercial_5,commercial,3,5,5.46,5.6,
Z013,Commercial_5,commercial,3,6,6.73,5.6,
Z013,Commercial_5,commercial,3,7,10.04,5.6,
Z013,Commercial_5,commercial,3,8,10.06,5.6,
Z013,Commercial_5,commercial,3,9,10.09,5.6,
Z013,Commercial_5,commercial,3,10,12.2,5.6,
Z013,Commercial_5,commercial,3,11,15.11,5.6,
Z013,Commercial_5,commercial,3,12,14.41,5.6,
Z013,Commercial_5,commercial,3,13,14.46,5.6,
Z013,Commercial_5,commercial,3,14,14.58,5.6,
Z013,Commercial_5,commercial,3,15,13.9,5.6,
Z013,Commercial_5,commercial,3,16,13.07,5.6,
Z013,Commercial_5,commercial,3,17,12.16,5.6,
Z013,Commercial_5,commercial,3,18,13.69,5.6,
Z013,Commercial_5,commercial,3,19,11.72,5.6,
Z013,Commercial_5,commercial,3,20,10.94,5.6,
Z013,Commercial_5,commercial,3,21,9.75,5.6,
Z013,Commercial_5,commercial,3,22,6.81,5.6,
Z013,Commercial_5,commercial,3,23,4.79,5.6,
Z013,Commercial_5,commercial,3,24,2.63,5.6,
Z013,Commercial_5,commercial,3,25,2.99,5.6,
Z013,Commercial_5,commercial,3,26,3.44,5.6,
Z013,Commercial_5,commercial,3,27,3.53,5.6,
Z013,Commercial_5,commercial,3,28,4.7,5.6,
Z013,Commercial_5,commercial,3,29,6.29,5.6,
Z013,Commercial_5,commercial,3,30,7.31,5.6,
Z013,Commercial_5,commercial,3,31,8.07,5.6,
Z013,Commercial_5,commercial,3,32,9.59,5.6,
Z013,Commercial_5,commercial,3,33,10.04,5.6,
Z013,Commercial_5,commercial,3,34,12.06,5.6,
Z013,Commercial_5,commercial,3,35,14.79,5.6,
Z013,Commercial_5,commercial,3,36,13.81,5.6,
Z013,Commercial_5,commercial,3,37,13.13,5.6,
Z013,Commercial_5,commercial,3,38,13.11,5.6,
Z013,Commercial_5,commercial,3,39,13.27,5.6,
Z013,Commercial_5,commercial,3,40,13.25,5.6,
Z013,Commercial_5,commercial,3,41,13.16,5.6,
Z013,Commercial_5,commercial,3,42,12.71,5.6,
Z013,Commercial_5,commercial,3,43,13.05,5.6,
Z013,Commercial_5,commercial,3,44,12,5.6,
Z013,Commercial_5,commercial,3,45,8.52,5.6,
Z013,Commercial_5,commercial,3,46,6.38,5.6,
Z013,Commercial_5,commercial,3,47,5.11,5.6,
Z014,Commercial_6,commercial,3,0,3.28,0,1
Z014,Commercial_6,commercial,3,1,3.8,0,
Z014,Commercial_6,commercial,3,2,4.38,0,
Z014,Commercial_6,commercial,3,3,5.34,0,
Z014,Commercial_6,commercial,3,4,6.29,0,
Z014,Commercial_6,commercial,3,5,7.43,0,
Z014,Commercial_6,commercial,3,6,9.81,0,
Z014,Commercial_6,commercial,3,7,10.82,0,
Z014,Commercial_6,commercial,3,8,12.32,0,
Z014,Commercial_6,commercial,3,9,13.85,0,
Z014,Commercial_6,commercial,3,10,18.22,0,
Z014,Commercial_6,commercial,3,11,16.64,0,
Z014,Commercial_6,commercial,3,12,19.6,0,
Z014,Commercial_6,commercial,3,13,19.82,0,
Z014,Commercial_6,commercial,3,14,19.61,0,
Z014,Commercial_6,commercial,3,15,18.2,0,
Z014,Commercial_6,commercial,3,16,17.76,0,
Z014,Commercial_6,commercial,3,17,18.61,0,
Z014,Commercial_6,commercial,3,18,17.7,0,
Z014,Commercial_6,commercial,3,19,15.96,0,
Z014,Commercial_6,commercial,3,20,16.26,0,
Z014,Commercial_6,commercial,3,21,11.49,0,
Z014,Commercial_6,commercial,3,22,10.06,0,
Z014,Commercial_6,commercial,3,23,6.78,0,
Z014,Commercial_6,commercial,3,24,3.5,0,
Z014,Commercial_6,commercial,3,25,4.05,0,
Z014,Commercial_6,commercial,3,26,4.81,0,
Z014,Commercial_6,commercial,3,27,4.85,0,
Z014,Commercial_6,commercial,3,28,6.04,0,
Z014,Commercial_6,commercial,3,29,7.35,0,
Z014,Commercial_6,commercial,3,30,9.72,0,
Z014,Commercial_6,commercial,3,31,11.93,0,
Z014,Commercial_6,commercial,3,32,13.79,0,
Z014,Commercial_6,commercial,3,33,15.08,0,
Z014,Commercial_6,commercial,3,34,16.88,0,
Z014,Commercial_6,commercial,3,35,19.9,0,
Z014,Commercial_6,commercial,3,36,20.37,0,
Z014,Commercial_6,commercial,3,37,19.2,0,
Z014,Commercial_6,commercial,3,38,17.23,0,
Z014,Commercial_6,commercial,3,39,19.08,0,
Z014,Commercial_6,commercial,3,40,18.68,0,
Z014,Commercial_6,commercial,3,41,18.79,0,
Z014,Commercial_6,commercial,3,42,20.26,0,
Z014,Commercial_6,commercial,3,43,18.15,0,
Z014,Commercial_6,commercial,3,44,14.23,0,
Z014,Commercial_6,commercial,3,45,11.44,0,
Z014,Commercial_6,commercial,3,46,9.84,0,
Z014,Commercial_6,commercial,3,47,6.65,0,
Z015,Residential_1,residential_idle,1,0,1.13,0,0
Z015,Residential_1,residential_idle,1,1,1.07,0,
Z015,Residential_1,residential_idle,1,2,1.02,0,
Z015,Residential_1,residential_idle,1,3,1.18,0,
Z015,Residential_1,residential_idle,1,4,1.69,0,
Z015,Residential_1,residential_idle,1,5,2.93,0,
Z015,Residential_1,residential_idle,1,6,5.07,0,
Z015,Residential_1,residential_idle,1,7,7.73,0,
Z015,Residential_1,residential_idle,1,8,7.65,0,
Z015,Residential_1,residential_idle,1,9,5.5,0,
Z015,Residential_1,residential_idle,1,10,3.05,0,
Z015,Residential_1,residential_idle,1,11,1.74,0,
Z015,Residential_1,residential_idle,1,12,1.18,0,
Z015,Residential_1,residential_idle,1,13,1.08,0,
Z015,Residential_1,residential_idle,1,14,1.17,0,
Z015,Residential_1,residential_idle,1,15,1.4,0,
Z015,Residential_1,residential_idle,1,16,2,0,
Z015,Residential_1,residential_idle,1,17,3.42,0,
Z015,Residential_1,residential_idle,1,18,5.45,0,
Z015,Residential_1,residential_idle,1,19,6.91,0,
Z015,Residential_1,residential_idle,1,20,8.55,0,
Z015,Residential_1,residential_idle,1,21,7.27,0,
Z015,Residential_1,residential_idle,1,22,5.13,0,
Z015,Residential_1,residential_idle,1,23,3.52,0,
Z015,Residential_1,residential_idle,1,24,1.05,0,
Z015,Residential_1,residential_idle,1,25,1.19,0,
Z015,Residential_1,residential_idle,1,26,1.12,0,
Z015,Residential_1,residential_idle,1,27,1.17,0,
Z015,Residential_1,residential_idle,1,28,1.48,0,
Z015,Residential_1,residential_idle,1,29,2.8,0,
Z015,Residential_1,residential_idle,1,30,5.72,0,
Z015,Residential_1,residential_idle,1,31,7.56,0,
Z015,Residential_1,residential_idle,1,32,8.24,0,
Z015,Residential_1,residential_idle,1,33,4.76,0,
Z015,Residential_1,residential_idle,1,34,2.91,0,
Z015,Residential_1,residential_idle,1,35,1.63,0,
Z015,Residential_1,residential_idle,1,36,1.18,0,
Z015,Residential_1,residential_idle,1,37,1.1,0,
Z015,Residential_1,residential_idle,1,38,1.23,0,
Z015,Residential_1,residential_idle,1,39,1.32,0,
Z015,Residential_1,residential_idle,1,40,1.93,0,
Z015,Residential_1,residential_idle,1,41,3.44,0,
Z015,Residential_1,residential_idle,1,42,5.83,0,
Z015,Residential_1,residential_idle,1,43,7.62,0,
Z015,Residential_1,residential_idle,1,44,8.18,0,
Z015,Residential_1,residential_idle,1,45,7.56,0,
Z015,Residential_1,residential_idle,1,46,5.59,0,
Z015,Residential_1,residential_idle,1,47,3.16,0,
Z016,Residential_2,residential_idle,1,0,0.9,0,2
Z016,Residential_2,residential_idle,1,1,1.01,0,
Z016,Residential_2,residential_idle,1,2,0.99,0,
Z016,Residential_2,residential_idle,1,3,1.12,0,
Z016,Residential_2,residential_idle,1,4,1.44,0,
Z016,Residential_2,residential_idle,1,5,2.73,0,
Z016,Residential_2,residential_idle,1,6,5.59,0,
Z016,Residential_2,residential_idle,1,7,7.94,0,
Z016,Residential_2,residential_idle,1,8,7.88,0,
Z016,Residential_2,residential_idle,1,9,5.99,0,
Z016,Residential_2,residential_idle,1,10,2.8,0,
Z016,Residential_2,residential_idle,1,11,1.52,0,
Z016,Residential_2,residential_idle,1,12,1.25,0,
Z016,Residential_2,residential_idle,1,13,1.03,0,
Z016,Residential_2,residential_idle,1,14,1.05,0,
Z016,Residential_2,residential_idle,1,15,1.51,0,
Z016,Residential_2,residential_idle,1,16,2.1,0,
Z016,Residential_2,residential_idle,1,17,3.54,0,
Z016,Residential_2,residential_idle,1,18,5.66,0,
Z016,Residential_2,residential_idle,1,19,7.84,0,
Z016,Residential_2,residential_idle,1,20,8.06,0,
Z016,Residential_2,residential_idle,1,21,7.41,0,
Z016,Residential_2,residential_idle,1,22,5.09,0,
Z016,Residential_2,residential_idle,1,23,3.45,0,
Z016,Residential_2,residential_idle,1,24,1.1,0,
Z016,Residential_2,residential_idle,1,25,1.05,0,
Z016,Residential_2,residential_idle,1,26,1.13,0,
Z016,Residential_2,residential_idle,1,27,1.37,0,
Z016,Residential_2,residential_idle,1,28,1.45,0,
Z016,Residential_2,residential_idle,1,29,3.02,0,
Z016,Residential_2,residential_idle,1,30,5.77,0,
Z016,Residential_2,residential_idle,1,31,8.41,0,
Z016,Residential_2,residential_idle,1,32,7.53,0,
Z016,Residential_2,residential_idle,1,33,5.85,0,
Z016,Residential_2,residential_idle,1,34,3,0,
Z016,Residential_2,residential_idle,1,35,1.55,0,
Z016,Residential_2,residential_idle,1,36,1.14,0,
Z016,Residential_2,residential_idle,1,37,1.12,0,
Z016,Residential_2,residential_idle,1,38,1.23,0,
Z016,Residential_2,residential_idle,1,39,1.48,0,
Z016,Residential_2,residential_idle,1,40,2.34,0,
Z016,Residential_2,residential_idle,1,41,3.36,0,
Z016,Residential_2,residential_idle,1,42,5.67,0,
Z016,Residential_2,residential_idle,1,43,7.28,0,
Z016,Residential_2,residential_idle,1,44,8.7,0,
Z016,Residential_2,residential_idle,1,45,7.53,0,
Z016,Residential_2,residential_idle,1,46,5.28,0,
Z016,Residential_2,residential_idle,1,47,3.16,0,
Z017,Residential_3,residential_idle,1,0,0.79,0,5
Z017,Residential_3,residential_idle,1,1,0.84,0,
Z017,Residential_3,residential_idle,1,2,0.91,0,
Z017,Residential_3,residential_idle,1,3,0.93,0,
Z017,Residential_3,residential_idle,1,4,1.1,0,
Z017,Residential_3,residential_idle,1,5,2.13,0,
Z017,Residential_3,residential_idle,1,6,4.17,0,
Z017,Residential_3,residential_idle,1,7,5.98,0,
Z017,Residential_3,residential_idle,1,8,6.05,0,
Z017,Residential_3,residential_idle,1,9,4.35,0,
Z017,Residential_3,residential_idle,1,10,2.22,0,
Z017,Residential_3,residential_idle,1,11,1.13,0,
Z017,Residential_3,residential_idle,1,12,0.78,0,
Z017,Residential_3,residential_idle,1,13,0.82,0,
Z017,Residential_3,residential_idle,1,14,0.79,0,
Z017,Residential_3,residential_idle,1,15,1.05,0,
Z017,Residential_3,residential_idle,1,16,1.59,0,
Z017,Residential_3,residential_idle,1,17,2.39,0,
Z017,Residential_3,residential_idle,1,18,4.1,0,
Z017,Residential_3,residential_idle,1,19,5.52,0,
Z017,Residential_3,residential_idle,1,20,6.99,0,
Z017,Residential_3,residential_idle,1,21,5.78,0,
Z017,Residential_3,residential_idle,1,22,3.66,0,
Z017,Residential_3,residential_idle,1,23,2.65,0,
Z017,Residential_3,residential_idle,1,24,0.84,0,
Z017,Residential_3,residential_idle,1,25,0.81,0,
Z017,Residential_3,residential_idle,1,26,0.8,0,
Z017,Residential_3,residential_idle,1,27,0.91,0,
Z017,Residential_3,residential_idle,1,28,1.22,0,
Z017,Residential_3,residential_idle,1,29,2.23,0,
Z017,Residential_3,residential_idle,1,30,3.87,0,
Z017,Residential_3,residential_idle,1,31,5.86,0,
Z017,Residential_3,residential_idle,1,32,5.39,0,
Z017,Residential_3,residential_idle,1,33,3.74,0,
Z017,Residential_3,residential_idle,1,34,2.1,0,
Z017,Residential_3,residential_idle,1,35,1.1,0,
Z017,Residential_3,residential_idle,1,36,0.85,0,
Z017,Residential_3,residential_idle,1,37,0.96,0,
Z017,Residential_3,residential_idle,1,38,0.9,0,
Z017,Residential_3,residential_idle,1,39,1,0,
Z017,Residential_3,residential_idle,1,40,1.35,0,
Z017,Residential_3,residential_idle,1,41,2.44,0,
Z017,Residential_3,residential_idle,1,42,3.74,0,
Z017,Residential_3,residential_idle,1,43,4.85,0,
Z017,Residential_3,residential_idle,1,44,6.5,0,
Z017,Residential_3,residential_idle,1,45,5.43,0,
Z017,Residential_3,residential_idle,1,46,4.2,0,
Z017,Residential_3,residential_idle,1,47,3.05,0,
Z018,Residential_4,residential_idle,1,0,1.2,0,0
Z018,Residential_4,residential_idle,1,1,1.19,0,
Z018,Residential_4,residential_idle,1,2,1.22,0,
Z018,Residential_4,residential_idle,1,3,1.25,0,
Z018,Residential_4,residential_idle,1,4,1.62,0,
Z018,Residential_4,residential_idle,1,5,3.11,0,
Z018,Residential_4,residential_idle,1,6,6.38,0,
Z018,Residential_4,residential_idle,1,7,8.5,0,
Z018,Residential_4,residential_idle,1,8,7.93,0,
Z018,Residential_4,residential_idle,1,9,5.52,0,
Z018,Residential_4,residential_idle,1,10,2.95,0,
Z018,Residential_4,residential_idle,1,11,1.7,0,
Z018,Residential_4,residential_idle,1,12,1.31,0,
Z018,Residential_4,residential_idle,1,13,1.25,0,
Z018,Residential_4,residential_idle,1,14,1.36,0,
Z018,Residential_4,residential_idle,1,15,1.51,0,
Z018,Residential_4,residential_idle,1,16,2.37,0,
Z018,Residential_4,residential_idle,1,17,3.82,0,
Z018,Residential_4,residential_idle,1,18,6.23,0,
Z018,Residential_4,residential_idle,1,19,7.26,0,
Z018,Residential_4,residential_idle,1,20,9.78,0,
Z018,Residential_4,residential_idle,1,21,7.41,0,
Z018,Residential_4,residential_idle,1,22,5.58,0,
Z018,Residential_4,residential_idle,1,23,3.94,0,
Z018,Residential_4,residential_idle,1,24,1.16,0,
Z018,Residential_4,residential_idle,1,25,1.32,0,
Z018,Residential_4,residential_idle,1,26,1.21,0,
Z018,Residential_4,residential_idle,1,27,1.2,0,
Z018,Residential_4,residential_idle,1,28,1.73,0,
Z018,Residential_4,residential_idle,1,29,3.09,0,
Z018,Residential_4,residential_idle,1,30,6.56,0,
Z018,Residential_4,residential_idle,1,31,9.55,0,
Z018,Residential_4,residential_idle,1,32,9.08,0,
Z018,Residential_4,residential_idle,1,33,5.86,0,
Z018,Residential_4,residential_idle,1,34,3.19,0,
Z018,Residential_4,residential_idle,1,35,1.82,0,
Z018,Residential_4,residential_idle,1,36,1.22,0,
Z018,Residential_4,residential_idle,1,37,1.16,0,
Z018,Residential_4,residential_idle,1,38,1.34,0,
Z018,Residential_4,residential_idle,1,39,1.61,0,
Z018,Residential_4,residential_idle,1,40,2.23,0,
Z018,Residential_4,residential_idle,1,41,3.71,0,
Z018,Residential_4,residential_idle,1,42,5.3,0,
Z018,Residential_4,residential_idle,1,43,8.78,0,
Z018,Residential_4,residential_idle,1,44,9.07,0,
Z018,Residential_4,residential_idle,1,45,7.5,0,
Z018,Residential_4,residential_idle,1,46,5.6,0,
Z018,Residential_4,residential_idle,1,47,3.57,0,
Z019,Residential_5,residential_idle,1,0,1.23,0,6
Z019,Residential_5,residential_idle,1,1,1.16,0,
Z019,Residential_5,residential_idle,1,2,1.03,0,
Z019,Residential_5,residential_idle,1,3,1.33,0,
Z019,Residential_5,residential_idle,1,4,1.73,0,
Z019,Residential_5,residential_idle,1,5,2.78,0,
Z019,Residential_5,residential_idle,1,6,4.72,0,
Z019,Residential_5,residential_idle,1,7,8.61,0,
Z019,Residential_5,residential_idle,1,8,7.85,0,
Z019,Residential_5,residential_idle,1,9,5.57,0,
Z019,Residential_5,residential_idle,1,10,2.87,0,
Z019,Residential_5,residential_idle,1,11,1.72,0,
Z019,Residential_5,residential_idle,1,12,1.31,0,
Z019,Residential_5,residential_idle,1,13,1.19,0,
Z019,Residential_5,residential_idle,1,14,1.19,0,
Z019,Residential_5,residential_idle,1,15,1.46,0,
Z019,Residential_5,residential_idle,1,16,2.2,0,
Z019,Residential_5,residential_idle,1,17,3.19,0,
Z019,Residential_5,residential_idle,1,18,6.04,0,
Z019,Residential_5,residential_idle,1,19,7.52,0,
Z019,Residential_5,residential_idle,1,20,8.68,0,
Z019,Residential_5,residential_idle,1,21,7.73,0,
Z019,Residential_5,residential_idle,1,22,5.93,0,
Z019,Residential_5,residential_idle,1,23,3.75,0,
Z019,Residential_5,residential_idle,1,24,1.26,0,
Z019,Residential_5,residential_idle,1,25,1.09,0,
Z019,Residential_5,residential_idle,1,26,1.06,0,
Z019,Residential_5,residential_idle,1,27,1.21,0,
Z019,Residential_5,residential_idle,1,28,1.54,0,
Z019,Residential_5,residential_idle,1,29,3.12,0,
Z019,Residential_5,residential_idle,1,30,5.35,0,
Z019,Residential_5,residential_idle,1,31,8.22,0,
Z019,Residential_5,residential_idle,1,32,8.61,0,
Z019,Residential_5,residential_idle,1,33,5.97,0,
Z019,Residential_5,residential_idle,1,34,3.01,0,
Z019,Residential_5,residential_idle,1,35,1.74,0,
Z019,Residential_5,residential_idle,1,36,1.29,0,
Z019,Residential_5,residential_idle,1,37,1.02,0,
Z019,Residential_5,residential_idle,1,38,1.23,0,
Z019,Residential_5,residential_idle,1,39,1.46,0,
Z019,Residential_5,residential_idle,1,40,2.09,0,
Z019,Residential_5,residential_idle,1,41,3.4,0,
Z019,Residential_5,residential_idle,1,42,5.65,0,
Z019,Residential_5,residential_idle,1,43,7.86,0,
Z019,Residential_5,residential_idle,1,44,8.7,0,
Z019,Residential_5,residential_idle,1,45,8.31,0,
Z019,Residential_5,residential_idle,1,46,5.97,0,
Z019,Residential_5,residential_idle,1,47,3.41,0,
Z020,Residential_6,residential_idle,1,0,0.69,0,6
Z020,Residential_6,residential_idle,1,1,0.76,0,
Z020,Residential_6,residential_idle,1,2,0.7,0,
Z020,Residential_6,residential_idle,1,3,0.79,0,
Z020,Residential_6,residential_idle,1,4,1.07,0,
Z020,Residential_6,residential_idle,1,5,2.05,0,
Z020,Residential_6,residential_idle,1,6,3.78,0,
Z020,Residential_6,residential_idle,1,7,5.76,0,
Z020,Residential_6,residential_idle,1,8,5.16,0,
Z020,Residential_6,residential_idle,1,9,3.81,0,
Z020,Residential_6,residential_idle,1,10,1.86,0,
Z020,Residential_6,residential_idle,1,11,1.06,0,
Z020,Residential_6,residential_idle,1,12,0.79,0,
Z020,Residential_6,residential_idle,1,13,0.7,0,
Z020,Residential_6,residential_idle,1,14,0.66,0,
Z020,Residential_6,residential_idle,1,15,0.99,0,
Z020,Residential_6,residential_idle,1,16,1.41,0,
Z020,Residential_6,residential_idle,1,17,2.32,0,
Z020,Residential_6,residential_idle,1,18,3.51,0,
Z020,Residential_6,residential_idle,1,19,4.9,0,
Z020,Residential_6,residential_idle,1,20,5.72,0,
Z020,Residential_6,residential_idle,1,21,5.01,0,
Z020,Residential_6,residential_idle,1,22,3.92,0,
Z020,Residential_6,residential_idle,1,23,2.31,0,
Z020,Residential_6,residential_idle,1,24,0.69,0,
Z020,Residential_6,residential_idle,1,25,0.75,0,
Z020,Residential_6,residential_idle,1,26,0.7,0,
Z020,Residential_6,residential_idle,1,27,0.79,0,
Z020,Residential_6,residential_idle,1,28,0.93,0,
Z020,Residential_6,residential_idle,1,29,1.89,0,
Z020,Residential_6,residential_idle,1,30,3.78,0,
Z020,Residential_6,residential_idle,1,31,5.1,0,
Z020,Residential_6,residential_idle,1,32,5.3,0,
Z020,Residential_6,residential_idle,1,33,3.79,0,
Z020,Residential_6,residential_idle,1,34,1.94,0,
Z020,Residential_6,residential_idle,1,35,1.16,0,
Z020,Residential_6,residential_idle,1,36,0.77,0,
Z020,Residential_6,residential_idle,1,37,0.73,0,
Z020,Residential_6,residential_idle,1,38,0.77,0,
Z020,Residential_6,residential_idle,1,39,0.83,0,
Z020,Residential_6,residential_idle,1,40,1.25,0,
Z020,Residential_6,residential_idle,1,41,2.37,0,
Z020,Residential_6,residential_idle,1,42,3.59,0,
Z020,Residential_6,residential_idle,1,43,5.41,0,
Z020,Residential_6,residential_idle,1,44,5.54,0,
Z020,Residential_6,residential_idle,1,45,4.94,0,
Z020,Residential_6,residential_idle,1,46,3.89,0,
Z020,Residential_6,residential_idle,1,47,2.33,0,
